name	city	state	stars	review_count	main_category
Sadako Japanese Restaurant	Ann Arbor	MI	3.5	86	Sushi Bars
Mister Car Wash	Houston	TX	4.0	5	Car Wash
University of Washington Intramural Activities Building	Seattle	WA	4.0	20	Active Life
Pallino Pastaria	Seattle	WA	3.0	12	Restaurants
The Rotunda	Philadelphia	PA	4.5	11	Arts & Entertainment
Cal Cleaners	Berkeley	CA	3.5	6	Local Services
Runway Studios Inc	Hyattsville	MD	2.5	6	Hair Salons
Princess Nail Salon	Princeton	NJ	2.0	5	Nail Salons
UPMC Presbyterian	Pittsburgh	PA	3.0	2	Hospitals
All Traditions	San Luis Obispo	CA	5.0	2	Wedding Planning
Euro Deli and Market	Latham	NY	4.0	5	Specialty Food
McDonald's	Lafayette	IN	3.5	2	Restaurants
Princeton Tennis Program	Skillman	NJ	4.0	2	Active Life
Go For Baroque Inc	Princeton	NJ	4.5	3	Arts & Entertainment
Jessica Stone's	Latham	NY	2.5	2	American (Traditional)
Haunt the	Ithaca	NY	2.5	6	Nightlife
The Village Apothecary	Ann Arbor	MI	3.5	10	Shopping
Pizza-Arni's	Lafayette	IN	4.5	5	Pizza
Oakley's Barber Shop	Los Angeles	CA	3.5	41	Hair Salons
Baylor College of Medicine Cafeteria	Houston	TX	4.0	6	American (Traditional)
Princeton Orthopedic Associates PA	Princeton	NJ	2.5	3	Sports Medicine
It Zushi	Los Angeles	CA	2.5	15	Sushi Bars
12 Lounge	Philadelphia	PA	3.0	6	Bars
Planet Anime Mail Order Department	Houston	TX	4.5	3	Shopping
Regattabar	Cambridge	MA	3.5	36	Jazz & Blues
MIT Tunnel Network	Cambridge	MA	4.5	4	Colleges & Universities
Street Food Thursdays	Atlanta	GA	4.5	21	Food
Mom's	Seattle	WA	3.0	8	Restaurants
The Impeccable Pig	Houston	TX	4.0	3	Women's Clothing
Sciencenter	Ithaca	NY	4.0	4	Museums
Just Cars Service	College Park	MD	4.5	2	Auto Repair
Food Lion	Blacksburg	VA	3.0	3	Food
Chocolat Du Monde	Houston	TX	4.0	26	Specialty Food
Mad Mex	Pittsburgh	PA	3.5	120	Tex-Mex
Tha Muscle Whisperer	Los Angeles	CA	5.0	6	Massage Therapy
Wood's Flowers and Gifts	College Park	MD	4.5	4	Flowers & Gifts
Randall Broom, DDS	Seattle	WA	4.5	28	Oral Surgeons
Roulette Vintage	Carrboro	NC	4.5	12	Used, Vintage & Consignment
Vaden Health Center	Stanford	CA	3.5	13	Medical Centers
Harvard Extension School	Cambridge	MA	4.0	25	Colleges & Universities
Panda Express	West Lafayette	IN	3.0	2	NA
District Dumpling	College Park	MD	3.5	9	Asian Fusion
Southwell's Hamburger Grill	Houston	TX	4.0	40	Burgers
Birnkrant Residence Hall	Los Angeles	CA	3.5	3	Colleges & Universities
Cream & Sugar	Philadelphia	PA	3.0	11	Food
City Park Apartments	Los Angeles	CA	2.5	5	Home Services
Veracruz Restaurant	Los Angeles	CA	3.0	2	Seafood
Benders Caffe	Providence	RI	2.5	2	Coffee & Tea
Sacred Body	Ann Arbor	MI	5.0	6	Yoga
Rahul Verma, MD	Palo Alto	CA	5.0	3	Doctors
Toscana Italian Grill & Bar	Lafayette	IN	3.0	3	Italian
Hertz Rent A Car	Cambridge	MA	1.5	5	Hotels & Travel
Chapel Hill Community Center	Chapel Hill	NC	5.0	8	Active Life
Sunny Fresh Cleaners	San Diego	CA	3.5	6	Local Services
Footsy Magoo's	Troy	NY	4.0	15	Bars
Mane Express	Austin	TX	4.0	16	Hair Salons
Money Breeders	Claremont	CA	5.0	2	Accountants
Dark Lady	Providence	RI	3.5	13	Bars
Nakama Restaurants	West Lafayette	IN	2.5	4	Japanese
Mac's Drive-In	Watervliet	NY	4.5	8	Food
Diamond Vision Optometry	Pasadena	CA	5.0	17	Optometrists
Chili's Grill & Bar	Los Angeles	CA	2.5	48	American (Traditional)
La Fonda Latina	Atlanta	GA	3.5	83	Spanish
Babbos Pizza	San Luis Obispo	CA	4.5	15	Pizza
International Galleries	Urbana	IL	5.0	6	Arts & Entertainment
Spira Pilates Studio	Carrboro	NC	5.0	2	Active Life
Chevron Stations Inc	Los Angeles	CA	2.5	4	Automotive
A Safe and Sound Nannies Agency	La Jolla	CA	1.0	4	Local Services
Dr. Rebecca Seekamp	Palo Alto	CA	3.5	6	Doctors
Alice's Diner	Troy	NY	4.5	2	Breakfast & Brunch
Tengu	Los Angeles	CA	3.5	123	Sushi Bars
Sather Gate Garage	Berkeley	CA	2.0	7	NA
Clybourne	Champaign	IL	3.5	21	Bars
Salon Lux and Spa	San Luis Obispo	CA	3.5	17	Hair Salons
Berk's Shoes & Clothing Store	Providence	RI	3.5	27	Fashion
Mumbai Chopstix	Cambridge	MA	2.5	126	Indian
Equilibrium	Cambridge	MA	4.5	6	Beauty and Spas
Florentina	Cambridge	MA	3.0	8	Restaurants
Pamela's	Pittsburgh	PA	4.0	37	Breakfast & Brunch
Jamba Juice	Claremont	CA	3.5	5	Food
Dublin O'Neil's	Champaign	IL	3.5	28	Irish
Bank of America	San Diego	CA	2.5	10	Banks & Credit Unions
Guptill's Coney Express	Cohoes	NY	4.0	18	Food
Six Minute Chinese	Champaign	IL	2.0	4	Chinese
Dunkin Donuts Baskin Robbins	Cambridge	MA	3.0	8	Delis
The Garage at Charles Spiegel	Pittsburgh	PA	4.5	3	Men's Clothing
Greenhouse Coffee Shop	Cambridge	MA	2.0	43	Restaurants
Al's Garage	Chapel Hill	NC	4.0	4	Auto Repair
USPS - UCLA MDS Ackerman	Los Angeles	CA	3.5	4	Post Offices
Iron City Self Storage	Pittsburgh	PA	4.5	4	NA
O'Hara's	Westwood	CA	3.0	115	Dive Bars
Giggle Life Baby Products	Waterloo	ON	4.5	2	Shopping
UC Nail Salon & Wax	Berkeley	CA	3.0	4	Hair Salons
McDonald's	Chapel Hill	NC	4.0	6	Fast Food
Lush Life Salon & Boutique	Austin	TX	5.0	8	Hair Salons
Hanan M Isaacs	Kingston	NJ	5.0	2	Professional Services
The Wine Cellar	Boston	MA	3.0	165	Gluten-Free
Gamas Painting	Los Angeles	CA	5.0	4	Painters
Sibies Pizza	Amherst	MA	4.0	10	Food Delivery Services
Mary Chung Restaurant	Cambridge	MA	3.5	233	Chinese
Bromberg Chiropractic	Cambridge	MA	4.0	4	Acupuncture
Pizza M	Urbana	IL	2.5	2	Pizza
Campus Camera Jim's	San Luis Obispo	CA	3.0	10	Shopping
Hinkson's	Princeton	NJ	4.5	3	Shopping
American Apparel	Berkeley	CA	3.5	6	Women's Clothing
Maize Mexican Grill	Champaign	IL	4.5	76	Mexican
Chipotle	Austin	TX	4.0	64	Fast Food
Skibo Cafe	Pittsburgh	PA	3.0	5	American (Traditional)
Dog and Pony	Austin	TX	5.0	2	Women's Clothing
A La Francaise	Seattle	WA	4.5	3	Food
Bartender of America	College Park	MD	3.0	2	Specialty Schools
Bandwagon Brew Pub	Ithaca	NY	3.5	45	American (Traditional)
Chris' Critters	College Park	MD	4.5	4	Pets
The Gryphon House	Boston	MA	4.5	7	Hotels & Travel
Pilgrim Parking	Cambridge	MA	1.0	2	Automotive
The Flying Chicken	Troy	NY	4.5	15	American (New)
Butler Library	Manhattan	NY	5.0	3	Colleges & Universities
Jillian's	Champaign	IL	3.5	5	Bars
Olive Tree Inn	San Luis Obispo	CA	2.5	8	Hotels & Travel
Colt Edward MD	New York	NY	1.0	2	Doctors
Claremont Village Salon	Claremont	CA	5.0	3	Hair Salons
Jack In The Box	Seattle	WA	1.5	34	Burgers
Panera Bread	Lafayette	IN	4.5	3	Sandwiches
Coy Fish Tattoo	Los Angeles	CA	4.5	3	Tattoo
Pho Vietnam	Seattle	WA	4.0	47	Restaurants
The Heidelberg Restaurant	Ann Arbor	MI	3.0	42	German
May's Alterations	Champaign	IL	4.5	2	Local Services
The Lake Salon & Skin Spa	Pasadena	CA	4.5	7	Hair Salons
Tosca Grille	Troy	NY	2.0	5	American (New)
Raintree Cafe	Waterloo	ON	4.5	4	Gastropubs
Columbia University Dodge Fitness Center	New York	NY	3.0	13	Active Life
Safeway Food & Drug	Hyattsville	MD	2.5	4	Food
Lincoln Technical Institute	Philadelphia	PA	3.0	2	Education
Finger Lakes Running Company	Ithaca	NY	4.5	2	Active Life
The Broken Mold Studio	Troy	NY	3.0	2	Arts & Crafts
Phipps Conservatory and Botanical Gardens	Pittsburgh	PA	4.5	72	Arts & Entertainment
Naked Chocolate Cafe	Philadelphia	PA	3.5	33	Food
Guanaco's Tacos Pupuseria	Seattle	WA	4.0	148	Latin American
Pizza Hut	Silver Spring	MD	2.0	3	Pizza
Waterfall Cafe	Houston	TX	2.0	4	Breakfast & Brunch
Ithacards	Ithaca	NY	4.0	3	Cards & Stationery
TOGO'S Sandwiches	Los Angeles	CA	3.5	24	Sandwiches
Sarku Japan	College Park	MD	2.5	24	Japanese
Academy of Pest Control	Claremont	CA	5.0	2	Local Services
Jake Shields' Gracie Fighter Academy	Berkeley	CA	3.5	8	Active Life
Bonded Cleaners	Philadelphia	PA	3.0	6	Local Services
Gil's Discount Inc	Philadelphia	PA	3.0	2	Shopping
The Hotel Providence	Providence	RI	4.0	36	Hotels & Travel
South Aiken Bar & Grille	Pittsburgh	PA	2.0	17	Nightlife
Rhode Island School Of Design Library	Providence	RI	4.5	2	Libraries
Jamba Juice	Palo Alto	CA	3.5	24	Food
Bikeworks	Urbana	IL	4.5	8	Sporting Goods
Mancino's Pizza & Grinders	Lafayette	IN	4.5	4	Pizza
Market at the Square	Urbana	IL	4.5	17	Food
SLO Wellness Center	San Luis Obispo	CA	5.0	5	Acupuncture
Newport Gourmet Tours	Newport	RI	2.5	5	Hotels & Travel
Little Bigs	Houston	TX	3.5	8	Fast Food
Impulse Hair Designs	Providence	RI	4.0	5	Hair Salons
Carrie's	Champaign	IL	3.0	11	Shopping
Amherst Nails	Amherst	MA	3.5	3	Nail Salons
Starbucks	Manhattan	NY	3.5	13	Food
Off the Grid Telegraph Berkeley	Berkeley	CA	4.5	2	Food
SLO Donut Company	San Luis Obispo	CA	4.5	84	Food
Automotion	Carrboro	NC	5.0	3	Auto Repair
Laughing Dog Bicycles	Amherst	MA	5.0	3	Shopping
Sepal	Cambridge	MA	3.5	13	Fast Food
Jimbo's Coffee Shop	New York	NY	3.5	3	Food
David S Eshom, DDS	San Diego	CA	4.5	17	Health and Medical
US Post Office	Seattle	WA	2.5	26	Post Offices
Cafe DeWitt	Ithaca	NY	3.5	31	Food
Prince Georges Plaza	Hyattsville	MD	2.5	5	Shopping Centers
Triple XXX Restaurant	West Lafayette	IN	3.5	100	Burgers
Dirty Martin's Place	Austin	TX	3.5	125	Burgers
Alumni Center Ut	Austin	TX	4.0	2	NA
Tails	San Luis Obispo	CA	4.5	29	Pets
Something Blue Bakery	Lafayette	IN	5.0	3	Food
Chevron Stations	Los Angeles	CA	1.5	7	Automotive
Aunt Agatha's	Ann Arbor	MI	4.5	7	Books, Mags, Music and Video
Hog Island Italian Deli	Austin	TX	4.0	72	Delis
T C Garden Restaurant	Berkeley	CA	3.0	71	Chinese
Legend Bicycle	Providence	RI	5.0	8	Sporting Goods
Doubletree Hotel Claremont	Claremont	CA	3.5	35	Bars
Mia Bella Trattoria	Houston	TX	2.5	33	Italian
Cafe Mims	Atlanta	GA	3.0	5	Cafes
Smoke Spot & News	Los Angeles	CA	4.0	5	Tobacco Shops
Atlas Foods	Seattle	WA	2.5	69	Bars
Hertz Concert Hall	Berkeley	CA	5.0	7	Arts & Entertainment
Panda Garden Buffet	Montclair	CA	3.0	38	Buffets
The Little Dress Shop	Claremont	CA	4.0	15	Women's Clothing
The Econ Tutor	San Diego	CA	4.5	11	Education
Chainsaw	Waterloo	ON	4.0	2	Dive Bars
Hip'tique	Pittsburgh	PA	4.0	3	Women's Clothing
Sts Tire & Auto Centers	Princeton	NJ	4.0	5	Tires
Mariposa Bakery	Cambridge	MA	3.0	139	Food
Mr. Bartley's Burger Cottage	Cambridge	MA	3.5	729	Burgers
Six Mile Creek Vineyard	Ithaca	NY	4.0	4	Food
Dunkin Donuts	Amherst	MA	1.0	2	NA
Carvel Ice Cream Store 2440	Latham	NY	4.5	3	Food
Mandarin Wok	Champaign	IL	3.5	33	Chinese
E Osterman Gas Service	Sunderland	MA	2.5	3	NA
Cloud Nine	Claremont	CA	4.0	7	Cards & Stationery
Leopard Lounge	Atlanta	GA	2.5	21	Bars
Jeremy Wade Chance, DDS	Houston	TX	5.0	2	Dentists
Susan F Hoffman MD	Palo Alto	CA	5.0	2	Doctors
Bennett Optometry	Ann Arbor	MI	4.0	6	Optometrists
Conner's Body Shop	Lafayette	IN	5.0	2	Automotive
Boudin Sourdough Bakery & Cafe	Palo Alto	CA	4.0	2	Food
REG Property Management	San Luis Obispo	CA	1.5	9	Property Management
Noodles & Company	Oakland	PA	3.0	17	Sandwiches
Cafe Fresh	New York	NY	3.0	23	Food
Dee Anne Evangleho NCTMB	Austin	TX	5.0	2	Massage
Animal Emergency Clinic of Capital District	Latham	NY	4.0	5	Veterinarians
Eastern Relax	Princeton	NJ	3.5	2	Day Spas
Pack & Ship	Los Angeles	CA	2.5	3	Local Services
Scotland Yard Home Inspections	Pasadena	CA	5.0	2	Home Services
Daphne's Greek Cafe	Los Angeles	CA	3.0	4	Greek
Stanford Cosmetic Clinic	Palo Alto	CA	5.0	2	Doctors
Pie in the Sky	Providence	RI	4.0	14	Fashion
Ethel's Lounge	Waterloo	ON	4.0	8	Bars
Vanilla Sunshine Cupcakery	Claremont	CA	3.0	61	Food
Babette	Berkeley	CA	4.0	26	Food
T-Nails	San Luis Obispo	CA	1.0	2	Eyelash Service
Coca Cola	Atlanta	GA	4.5	4	NA
Elle & Lui	New York	NY	3.0	2	Moroccan
Juniper Frozen Yogurt	Providence	RI	4.0	43	Food
The Addiction Institute	New York	NY	2.5	2	NA
Broad Institute	Cambridge	MA	4.0	2	Colleges & Universities
Beyond Hair	Pasadena	CA	3.5	20	Hair Salons
Penang Malaysian & Thai Cuisine	Princeton	NJ	3.0	80	Thai
Hello Bistro	Pittsburgh	PA	4.0	25	American (New)
Checkers Drive-In Restaurant	Atlanta	GA	2.0	14	Burgers
All About Chicken	Ithaca	NY	1.0	2	American (New)
Bondstreet Shoes	Pittsburgh	PA	4.5	3	Fashion
Owen's Dry Cleaners	Pittsburgh	PA	2.0	5	Local Services
Habitat Hunters	Austin	TX	3.5	15	Real Estate Agents
Evan Todd Salon & Day Spa	West Lafayette	IN	3.0	8	Hair Salons
The Northside Tavern	Atlanta	GA	4.5	69	Dive Bars
Cambridge War Memorial Recreation Center	Cambridge	MA	3.0	4	Active Life
Berkeley Food & Housing Project	Berkeley	CA	5.0	2	Public Services & Government
Shan-e-Punjab	Ann Arbor	MI	5.0	2	Pakistani
Athena's Pizza	Amherst	MA	4.5	2	Greek
C'est Bon	Cambridge	MA	5.0	3	Food
The UPS Store	Los Angeles	CA	3.0	7	Local Services
Blue Coral Seafood & Spirits	La Jolla	CA	4.0	29	Food
Mario Alberti, DDS	La Jolla	CA	5.0	2	Oral Surgeons
The Shop	Ithaca	NY	4.5	9	Food
Won Oriental Restaurant	Philadelphia	PA	2.5	15	Chinese
Cayuga Ski & Cyclery	Ithaca	NY	2.5	7	Sporting Goods
Baylor Clinic	Houston	TX	2.5	3	Hospitals
Spec's	Houston	TX	4.0	6	Food
Chocolat Lounge	New York	NY	2.5	13	International
Creeky Tiki Bar & Island Grill	San Luis Obispo	CA	3.0	38	Bars
Joseph Kim, DDS	Pasadena	CA	5.0	6	Endodontists
VIM Fitness	Cambridge	MA	4.0	11	Beauty and Spas
Darwin Liquors	Providence	RI	4.5	5	Food
MIT Stata Center	Cambridge	MA	4.0	23	Landmarks & Historical Buildings
CVS Pharmacy	Palo Alto	CA	2.0	24	Shopping
UC Berkeley Refractive Surgery Center	Berkeley	CA	5.0	7	Health and Medical
New Times	San Luis Obispo	CA	4.0	2	Print Media
Peach Tree Dental	San Luis Obispo	CA	3.0	6	Endodontists
eModa	Atlanta	GA	2.5	2	Fashion
Smoothie King	College Park	MD	3.5	3	Food
Noodles & Company	Ann Arbor	MI	3.0	19	Fast Food
Szechuan Garden Kitchen	New York	NY	3.5	2	Chinese
The Oxygen Cafe	Berkeley	CA	2.5	2	Health and Medical
A Friendly Inn At Harvard	Cambridge	MA	3.0	7	Hotels & Travel
Trata	Cambridge	MA	3.5	52	Bars
Essencia Acupuncture & Herbal Medicine	La Jolla	CA	5.0	3	Acupuncture
Pizza Express	West Lafayette	IN	4.0	2	Pizza
John Nelson Photography - Kids & Weddings	Pasadena	CA	5.0	2	Photographers
Mofid M Mark, MD	La Jolla	CA	5.0	4	Doctors
Bits N' Bytes Computers	Austin	TX	2.5	3	Computers
Insomnia Cookies Penn	Philadelphia	PA	4.0	2	Food Stands
CentraState Fitness & Wellness Center	Princeton	NJ	4.5	3	Active Life
Carnegie Library of Pittsburgh	Pittsburgh	PA	4.0	6	Libraries
Cullen Sculpture Garden	Houston	TX	4.5	19	Museums
Haute House Hair Salon	Ithaca	NY	5.0	2	Hair Salons
Massage Envy	Pittsburgh	PA	3.0	8	Massage
Blockheads	New York	NY	3.0	90	Mexican
Exquisite Bride	Princeton	NJ	5.0	5	Bridal
Superior Super Warehouse	Los Angeles	CA	3.0	26	Food
Ratsie's Terrapin Eatery	College Park	MD	2.5	24	Italian
Village Copier the	New York	NY	3.5	6	Local Services
Levels Barbershop	New York	NY	3.5	3	Barbers
Subway	Philadelphia	PA	1.0	2	Food
Garden Street Goldsmiths	San Luis Obispo	CA	5.0	3	Bridal
Cookie Lounge	Austin	TX	3.5	44	Food
Occasionally-Gift Baskets & Balloons	Ann Arbor	MI	3.5	4	Cards & Stationery
Cafe Verde	Pasadena	CA	3.5	265	Breakfast & Brunch
Capitol Grounds Cafe	Austin	TX	4.5	8	Cafes
Eureka Cleaners	Ann Arbor	MI	3.5	6	Local Services
Jiao Yu-Chen	Providence	RI	5.0	3	Acupuncture
Pvd Pudding Pops	Providence	RI	4.0	14	Food
Banana Republic	Houston	TX	4.0	2	NA
Emerald City Smoothie	Seattle	WA	3.0	2	Food
Annapurna Stores	Champaign	IL	5.0	2	Food
David Max Photographer / Studio Light House	La Jolla	CA	3.0	2	Photographers
Adams-Hemphill Park	Austin	TX	4.0	5	Active Life
New Frontiers Natural Foods	San Luis Obispo	CA	4.0	45	Food
Pasta-In-A-Box	Berkeley	CA	3.5	13	Italian
Seattle hCG Diet Clinic	Seattle	WA	2.0	2	Nutritionists
DJ RudTek	Montclair	CA	5.0	5	DJs
Army & Navy Thayer Street	Providence	RI	3.0	2	Sporting Goods
Warren P. McGuirk Alumni Stadium	Amherst	MA	2.5	3	Stadiums & Arenas
Mesa Residential Apartments	La Jolla	CA	4.0	2	University Housing
Off the Grid Southside Berkeley	Berkeley	CA	3.5	10	Food
Testo's Restaurant & Pizza	Troy	NY	4.5	14	Italian
Papa John's Pizza	New York	NY	2.5	8	Pizza
Micro Yali's	Berkeley	CA	2.5	7	Food
Pho Thy Thy	Seattle	WA	3.5	97	Vegetarian
Los Carnales Taco Truck	Los Angeles	CA	4.5	20	Mexican
Intermezzo Cafe	Philadelphia	PA	3.5	18	Food
Rensselaer Polytechnic Institute	Troy	NY	4.5	4	Colleges & Universities
Cypress Street Pint & Plate	Atlanta	GA	4.0	334	Bars
Hudson Preserve Luxury Residences	Watervliet	NY	2.5	2	Home Services
Verve	Atlanta	GA	2.5	9	Bars
Cat Clinic & Hospital	Pittsburgh	PA	4.5	12	Veterinarians
Natural Cafe	San Luis Obispo	CA	3.5	143	Vegetarian
Emma's Pizza	Cambridge	MA	4.0	360	Pizza
4240	San Diego	CA	3.0	4	American (New)
Macy's	Claremont	CA	2.0	5	Department Stores
Indian Cafe	New York	NY	3.5	80	Indian
Cocola Bakery	Palo Alto	CA	3.5	97	Food
Prospectacles	Palo Alto	CA	4.0	29	Optometrists
International Sports Club	West Lafayette	IN	3.5	3	Active Life
Lee's Restaurant	Cambridge	MA	4.0	11	Sandwiches
Tiverton House	Los Angeles	CA	3.5	4	Hotels & Travel
Zehrs Markets	Waterloo	ON	4.0	2	Food
Master Builder's Home Improvement, LLC	Manhattan	NY	1.0	2	Home Services
DrewLewis Boutique	Atlanta	GA	3.5	10	Women's Clothing
David Appleton, L.Ac.	Boston	MA	5.0	2	Acupuncture
The UPS Store	Atlanta	GA	3.0	8	Local Services
Flawless Day Spa	Chapel Hill	NC	4.0	3	Skin Care
Randstad	Providence	RI	2.5	3	Professional Services
Dakota Restaurant	Latham	NY	2.5	7	Steakhouses
Al & Lee's Auto Care Center	Upland	CA	4.5	8	Auto Repair
Pep Boys Automotive	Philadelphia	PA	2.0	13	Auto Repair
Attitudes Bar & Cafe	Blacksburg	VA	3.5	2	Hotels & Travel
Mignonette	Providence	RI	2.0	7	Lingerie
Rooftop 866	Atlanta	GA	3.5	15	Bars
Brattle Square Florist	Cambridge	MA	4.0	59	Flowers & Gifts
River Hair Care	West Lafayette	IN	4.0	4	NA
J Crew	Palo Alto	CA	3.5	35	Women's Clothing
The Diamond Center	Claremont	CA	4.0	15	Shopping
Legends	Champaign	IL	3.0	38	Sandwiches
Smith Kristina MD	Palo Alto	CA	5.0	4	Doctors
Al Forno Restaurant	Providence	RI	4.0	169	Italian
Parking & Transportation Services	Stanford	CA	3.0	2	Local Services
Golden House	Watervliet	NY	4.0	4	Chinese
Douglas Cosmetics	Philadelphia	PA	3.0	6	Shopping
Velolectric Ebikes	Palo Alto	CA	5.0	3	Sporting Goods
Fort Thunder	Providence	RI	5.0	2	Arts & Entertainment
USE Credit Union	San Diego	CA	3.5	3	Banks & Credit Unions
Crystal Gourmet	New York	NY	3.0	10	Delis
Zovo Lingerie	Seattle	WA	4.5	32	Women's Clothing
Yogurt Creations	San Luis Obispo	CA	4.0	91	Food
Max Soha	New York	NY	4.0	190	Italian
Dads Auto Detailing Service	Cambridge	MA	5.0	11	Automotive
Pappy McGregor's Pub	San Luis Obispo	CA	4.0	92	Nightlife
Copy Right	Pasadena	CA	5.0	3	Local Services
Revo Nails Salon	College Park	MD	3.0	19	Nail Salons
Oliverio Hair & Nails	Pittsburgh	PA	3.0	5	Hair Salons
Hair Connection	Claremont	CA	5.0	2	Hair Salons
Village Shoe Repair	Seattle	WA	4.0	44	Local Services
Ucsd Plaza On the Side	San Diego	CA	2.0	3	Food
The West End	New York	NY	3.0	5	NA
Princeton Morning Glory	Princeton	NJ	5.0	4	Shopping
LabCorp	Pasadena	CA	3.0	4	Medical Centers
Mister Sister	Providence	RI	4.5	12	Shopping
Cvs Pharmacy	Plainsboro	NJ	2.5	2	Shopping
Crepes Parisiennes	Pittsburgh	PA	3.5	23	Food
Caroline Eng Cohen, MD	Austin	TX	5.0	8	Doctors
The Barn at Valhalla	Chapel Hill	NC	5.0	2	Event Planning & Services
South Troy Diner	Troy	NY	3.0	4	Diners
Dianetics Foundation	Boston	MA	3.5	3	Professional Services
Domino's Pizza	Ithaca	NY	1.5	2	Pizza
Wendy's Old Fashioned Hamburgers	Carrboro	NC	2.5	5	Restaurants
Tilden Regional Park Little Farm	Berkeley	CA	4.5	71	Active Life
Gotta Go Taxi	Amherst	MA	1.5	4	Hotels & Travel
Papyrus	Cambridge	MA	3.0	9	Cards & Stationery
Little Nipper's Pizza II	Pittsburgh	PA	4.0	16	Italian
Shabu-Ya	Cambridge	MA	3.0	181	Korean
WALDHEIM LINDA MFT	Pasadena	CA	5.0	2	NA
Super Deli	Philadelphia	PA	3.5	3	Food
Audacious Salon	Claremont	CA	4.0	8	Hair Salons
Julie's Handmade Noodles	Austin	TX	4.5	47	Food
Jewish Community Center	Pittsburgh	PA	3.0	10	Active Life
Trader Eds	Troy	NY	1.5	3	Seafood
Glinder Kellen MD	Palo Alto	CA	5.0	3	Doctors
Cora's Breakfast & Lunch	Kitchener	ON	3.5	5	Breakfast & Brunch
Hughes Dining	Ithaca	NY	4.0	4	Food
Rice Chapel	Houston	TX	4.0	3	Colleges & Universities
Tisman Jeff Photography	Kingston	NJ	5.0	2	NA
Parkside Dining Hall	Los Angeles	CA	3.0	16	Sandwiches
Harvard Square Eye Care	Cambridge	MA	3.0	20	Shopping
Atlanta Yoga Shala	Atlanta	GA	4.0	8	Active Life
The Hot Club	Providence	RI	4.0	83	Bars
Dantes II Pizzeria	Rensselaer	NY	1.0	2	Pizza
Discussion Truck	Los Angeles	CA	5.0	18	Food
Cohen Chiropractic Clinic	La Jolla	CA	5.0	5	Health and Medical
Ultimate Improv	Los Angeles	CA	4.5	7	Nightlife
Unearth Malee Organic Soaps	Claremont	CA	5.0	2	Skin Care
Scampi	Pasadena	CA	4.5	2	Restaurants
FedEx Office Print & Ship Center	Chapel Hill	NC	3.0	5	Local Services
Cilantro	Los Angeles	CA	3.0	5	Mexican
Uptown Realty	Austin	TX	2.5	7	Real Estate Services
Washing Well	Philadelphia	PA	3.0	9	Local Services
7 Eleven	Austin	TX	4.5	3	Food
DP Dough	Champaign	IL	3.5	12	Pizza
Regents	La Jolla	CA	4.0	2	Home Services
Cost Cutters Family Hair Care	Champaign	IL	4.5	2	Barbers
USC Rental	Los Angeles	CA	1.0	3	Real Estate Services
Sushi Boat Japanese Cuisine & Sushi Bar	Kitchener	ON	2.0	2	Sushi Bars
T. Boyles Tavern	Pasadena	CA	4.0	129	Pubs
Demure Boutique	Atlanta	GA	4.0	10	Women's Clothing
Reid's Autobody Works	San Luis Obispo	CA	5.0	4	Auto Repair
Bibi Salon	New York	NY	3.0	6	Hair Salons
George's Underground Bazaar	New York	NY	3.0	3	Books, Mags, Music and Video
Starbucks	Ann Arbor	MI	3.5	5	Food
Deluxe on Broadway	New York	NY	3.0	169	Diners
Hillside Quickie's	Seattle	WA	4.0	107	Vegetarian
Massage In the Park	Troy	NY	3.5	3	Massage
Cupkates	Berkeley	CA	4.5	550	Food
Clement G Morgan Park	Cambridge	MA	3.0	7	Active Life
Iron Chef	Waterloo	ON	3.0	2	Korean
Value Village	Hyattsville	MD	4.0	15	Thrift Stores
Royal Bengal Restaurant	Cambridge	MA	3.0	42	Indian
City Express Cleaners	Cambridge	MA	3.5	10	Local Services
Lovash Indian Cart	Philadelphia	PA	3.0	3	Indian
Moondoggies Beach Club - Surf Shop	San Luis Obispo	CA	4.5	3	Women's Clothing
Trieste Apartment Villas	San Diego	CA	2.0	14	Home Services
Takeshi	Pasadena	CA	2.5	3	Burgers
Bear's Ramen House	Berkeley	CA	3.5	225	Korean
Cold Stone Creamery	Champaign	IL	2.5	15	Food
Carl's Jr Restaurants	Los Angeles	CA	2.0	2	Restaurants
Houlihan's	Lawrenceville	NJ	3.0	5	American (New)
SmartWills	Berkeley	CA	5.0	4	Professional Services
Jerry's Barber Shop	Atlanta	GA	3.5	13	Barbers
The Capital Distirct YMCA	Albany	NY	4.5	2	Active Life
Hookah	West Lafayette	IN	4.0	11	Hookah Bars
Club NewTone	Lafayette	IN	3.5	4	Active Life
Lucy Activewear	Palo Alto	CA	3.5	20	Women's Clothing
Gelateria Naia Lounge	Berkeley	CA	4.0	28	Food
Pizza Roma	College Park	MD	3.5	35	Pizza
The Little Bean Coffee Bar	Kitchener	ON	3.5	3	Food
News 8 Austin	Austin	TX	4.0	2	NA
Trojan Terraza Apartments	Los Angeles	CA	3.0	3	Home Services
Little Xian	Los Angeles	CA	3.0	14	Korean
Stanford West Apartments	Palo Alto	CA	3.5	7	Home Services
Red Feet Wine Market	Ithaca	NY	5.0	12	Food
Copy Central	Berkeley	CA	2.0	25	Professional Services
Le Camera & Video	Princeton	NJ	1.0	4	Shopping
Moe's Books	Berkeley	CA	4.5	255	Books, Mags, Music and Video
Nozomi 2 Sushi & BBQ	La Jolla	CA	3.0	244	Sushi Bars
